"Compound","Rack.Number","N","yield.est","yield.sd","yield.log2.ratio","p.yield","p.adj.yield"
"GMX1778 (CHS828)","L1035-06",4,4496.09040236822,266.439968692354,0.090987726507919,0.129159750907758,0.227270232182751
"GSK1349572 sodiuM salt","L1035-06",4,3949.27602497043,108.619858069907,-0.096095112487527,0.007250414487881,0.025953756206967
"GW311616 hydrochloride","L1035-06",4,4325.0924768715,221.892313542261,0.035047662587635,0.424398279600566,0.546972937994519
"HSP990 (NVP-HSP990)","L1035-06",4,3207.63394677586,40.3730912262198,-0.396173805733686,1.41E-17,6.50E-16
"Hypoxanthine","L1035-06",4,4025.7888258275,112.140968467943,-0.068411820277505,0.028647686628836,0.075245506018778
"INCB-024360","L1035-06",4,4215.90576235852,126.387745526927,-0.0018406985,0.941641093244974,0.967279835882832
"Indole-3-carbinol","L1035-06",4,3795.336189669,102.958657077446,-0.153455632676863,0.000719455352145,0.003827871424872
"Inosine","L1035-06",4,4037.59544262604,170.086533980012,-0.064186954114418,0.115414393294688,0.212403428901533
"Isavuconazole","L1035-06",4,1501.8882280696,21.408925335254,-1.49090586731515,2.37E-41,6.56E-39
"KNK437","L1035-06",4,4287.43617230992,129.119033569916,0.022431876388594,0.398905251174872,0.529087995923765
"LCZ696","L1035-06",4,4039.39748131263,165.163700910253,-0.063543201583186,0.110329129759623,0.207179135068975
"Lisinopril dihydrate","L1035-06",4,4346.45075291099,136.081755778289,0.042154480928504,0.162768788612288,0.268584681010336
"Memantine hydrochloride","L1035-06",4,4257.29496249342,191.256665534763,0.012253731844719,0.73875099462737,0.814293925020873
"Methylcobalamin","L1035-06",4,4102.21166752435,130.613704748408,-0.041281382962276,0.166113237311266,0.2708722730223
"MK3102","L1035-06",4,3943.60748013953,54.0405180028187,-0.09816735463258,1.28E-05,0.00012658252504
"ML 171","L1035-06",4,4149.79869408138,127.155827425351,-0.024641964140157,0.359315000985446,0.488904017734295
"ML 348","L1035-06",4,4070.73729002457,133.459440457175,-0.05239319903905,0.103616167257043,0.198240656749962
"Molidustat (BAY85-3934)","L1035-06",4,4271.45365042303,100.452826408116,0.017043810331913,0.424004162736501,0.546972937994519
"Mutant IDH1-IN-1","L1035-06",4,4124.59310446781,71.8873877695461,-0.033431514478892,0.069926025447292,0.146933167395576
"N-(p-amylcinnamoyl) Anthranilic Acid","L1035-06",4,4298.1789881285,67.7685099919086,0.026042244406605,0.119829227028131,0.215744595300106
"NCT-501","L1035-06",4,4125.60013544364,86.8443288110256,-0.033079319430894,0.115043923063757,0.212313062925831
"Nexturastat A","L1035-06",4,3873.17005233629,82.5624144437213,-0.124168472861914,0.000323893565382,0.001976703376964
"Nitisinone","L1035-06",4,4345.42261870214,68.957250700525,0.041813177260591,0.023811992082866,0.065443554399931
"Obeticholic Acid","L1035-06",3,318.290501194714,551.288802671397,-3.72926730934399,0.006246425800001,0.023566060972729
"Oltipraz","L1035-06",4,2108.64715300787,62.6564059533389,-1.00136561311126,7.85E-13,2.33E-11
"p-Chlorophenylalanine","L1035-06",4,4357.41440484659,256.784549586486,0.045789007510982,0.370481460363737,0.500813700491696
"P7C3","L1035-06",3,1668.48240405772,127.291924848972,-1.33914684561553,0.000159493066385,0.0010590339608
"PD 151746","L1035-06",4,4640.3185262366,251.375767968387,0.136540522488089,0.04105664426769,0.098388417782376
"PI-1840","L1035-06",4,3397.00365642958,134.201509226341,-0.313420546354171,0.00027125908102,0.001718664406459
"PRT 4165","L1035-06",4,1173.51768310993,30.2193147734507,-1.84684373622006,8.79E-37,1.46E-34
"Rotenone","L1035-06",4,3830.51778317253,140.440575671204,-0.140143898472868,0.006394467839987,0.023907244626978
"RSL3","L1035-06",4,4088.84541462274,95.9222029059368,-0.045989796955506,0.059660502807137,0.131348056578046
"Santacruzamate A (CAY10683)","L1035-06",4,4205.37025362265,150.262361305827,-0.005450492100751,0.852946407057728,0.898408017586185
"SB-3CT","L1035-06",4,4262.34571642848,80.1488132127288,0.013964296593426,0.433790780534068,0.55427375660671
"SF1670","L1035-06",2,61147.6157826535,4255.70856368147,3.85654102491843,0.033606366523412,0.084269740829099
"Sildenafil mesylate","L1035-06",4,4100.96089328246,145.552626536502,-0.041721331237568,0.1989339361849,0.315765916575183
"SR 1001","L1035-06",4,4050.72005385016,150.526258990141,-0.059504933945056,0.102881497926914,0.197665840924394
"T-5224","L1035-06",4,3295.4556304383,164.685899736718,-0.357205371079053,0.000604168466895,0.003320926010087
"Talabostat mesylate","L1035-06",4,4184.48071228436,98.5932730362063,-0.012634719829096,0.545700006127567,0.654638304007219
"Tamoxifen","L1035-06",3,13780.1722279785,3536.65553789135,1.70683869675495,0.042702196061643,0.101555365991873
"TAPI-1","L1035-06",4,4196.59818005468,66.1253694981608,-0.008462984169253,0.58723348514811,0.694307396969987
"Telotristat","L1035-06",4,4339.44695536891,87.9328661210246,0.039827871403362,0.06545178567602,0.141103849639212
"Tiplaxtinin(PAI-039)","L1035-06",4,19217.0256866078,7603.34776212402,2.18662983783998,0.029045722607355,0.076050314713264
"Trandolapril","L1035-06",4,4206.49035056398,92.3208564105805,-0.005066282616508,0.795138179136775,0.854359871047087
"U-73122","L1035-06",4,273.199605853085,469.24636453448,-3.94965601008813,0.000393033525318,0.002313601602937
"UAMC 00039 dihydrochloride","L1035-06",4,4049.75820532598,63.4786824043811,-0.059847544358427,0.002865907277124,0.012453942617869
"Vanillin","L1035-06",4,4463.48823561033,295.060229437945,0.080488305987983,0.1989705715287,0.315765916575183
"Vardenafil","L1035-06",4,4268.0164818906,173.858797225104,0.015882430015008,0.638821449906186,0.737443398361801
"VER-50589","L1035-06",4,3147.59730775198,45.9971613995051,-0.423432337993774,2.94E-15,1.11E-13
"Vinpocetine","L1035-06",4,4174.22593260848,126.780944035956,-0.016174628055306,0.533271079075496,0.648995594769299
"VR23","L1035-06",3,2065.88570500313,1899.63968578026,-1.0309228780461,0.188235866909174,0.302196846295193
"1-Aminocyclopropanecarboxylic Acid","L1035-07",4,4381.15284346019,176.292086920817,0.099608972711087,0.039620833621548,0.096155824286214
"10-HDA","L1035-07",4,3954.52966711707,93.1385481973569,-0.048195455891393,0.052137849052261,0.116957877603721
"11-deoxy Corticosterone","L1035-07",4,4111.94822763329,200.297358005975,0.00812052655397,0.836274813655134,0.883089179813946
"2-3-Dihydroxybenzoic acid","L1035-07",4,4309.72583907354,184.455703196801,0.075894522421931,0.091987053543367,0.180922403888613
"2-Deoxy-D-ribose","L1035-07",4,4365.74685106817,180.599766125466,0.094526904187704,0.049312576176345,0.112135447195524
"2-Deoxyadenosine","L1035-07",4,4478.02808471778,160.208336895909,0.131162002796568,0.012058700063704,0.038944439894453
"2-Deoxycytidine","L1035-07",4,4285.98574373933,132.924496873656,0.067925477727248,0.050886033859597,0.114770130715939
"2-Deoxyinosine","L1035-07",4,4277.44507273889,196.90340143161,0.065047755457364,0.149408201071317,0.254420584920498
"2-Deoxyuridine","L1035-07",4,4327.37110592569,116.960334307823,0.081789274920644,0.01783024704257,0.052665854253855
"3-Bromopyruvic acid","L1035-07",4,4036.90904794405,35.2942867645253,-0.018450490442242,0.116326273007925,0.21261671728384
"3-Hydroxyphenylacetic acid","L1035-07",4,4267.81776076078,203.347870412943,0.061796999712336,0.175757179191018,0.283810230989387
"3-Methylglutaric acid","L1035-07",4,4153.04731133908,311.700491641516,0.022468733446514,0.710557113463575,0.792766333897262
"3,4-Dihydroxyphenylacetic Acid","L1035-07",4,4099.05678862639,70.9536405287646,0.003590403780975,0.824284496224177,0.876110801935886
"3,5-DHBA","L1035-07",4,4159.16250259603,102.714489390114,0.024591480078189,0.280290067511767,0.403190218431138
"4-Aminobenzoic acid","L1035-07",4,4036.70875097047,102.599593282324,-0.018522073580742,0.409258829763048,0.53662690158504
"4-Hydroxybenzoic acid","L1035-07",4,4065.52862988588,139.714377664834,-0.008258619230338,0.770570116693642,0.834951954119743
"5-hydroxy Indole-3-acetic Acid","L1035-07",4,4388.43341764567,217.636400239033,0.102004445056684,0.066712512119768,0.142342892183567
"5-Hydroxymethyl-2-furancarboxylic acid","L1035-07",4,3981.49306961359,87.2958144932119,-0.038392027135852,0.08389636426964,0.168605284125426
"6-Hydroxynicotinic acid","L1035-07",4,4087.86272049204,123.246801560517,-0.000354825344814,0.988719204204801,1
"ABT","L1035-07",4,4223.22082025906,177.330447183677,0.046642110019636,0.22861537465626,0.350740778123283
"Acetazolamide","L1035-07",4,4208.27444556239,194.053461617938,0.041527220534197,0.310129458307141,0.437024533777466
"Adenosine 5-monophosphate","L1035-07",4,4215.67322325778,58.4433405784374,0.044061467672042,0.010058692105622,0.033664171159945
"AG-120","L1035-07",4,4164.27488254922,80.5124164557945,0.026363730121488,0.168020074960872,0.273444435720634
"AG-221 (Enasidenib)","L1035-07",4,4165.03400982337,28.8033346752959,0.026626702517157,0.017301740508915,0.051287302222856
"Agmatine sulfate","L1035-07",4,4426.06078470216,127.895021736343,0.11432169079995,0.007712996877779,0.027358065848531
"Allopregnanolone","L1035-07",4,3987.02087231387,38.4116901017141,-0.036390415573126,0.005725291734452,0.022205570745773
"Alrestatin","L1035-07",4,4030.7155052386,81.1857660595354,-0.020665614619923,0.275149814999968,0.398818236100612
"Benzamide","L1035-07",4,4034.05848226576,117.944821238458,-0.01946957449218,0.44081738242822,0.561163232232243
"beta-Nicotinamide adenine dinucleotide","L1035-07",4,4309.38515527573,47.1557474794691,0.075780472881048,2.85E-05,0.000241071241523
"beta-Nicotinamide mononucleotide","L1035-07",4,4262.21019184666,160.696928627089,0.059900168172227,0.115845701882154,0.21261671728384
"BMS 309403","L1035-07",4,1116.29365475523,46.0166716807514,-1.87298497778781,4.05E-20,2.58E-18
"Canrenone","L1035-07",4,3888.01104130704,204.84508292572,-0.072669257566267,0.142622674317401,0.245086583195534
"Cellobiose","L1035-07",4,4238.63470505824,81.5510746843813,0.051898063560744,0.021858011244119,0.062344155782195
"Citric acid","L1035-07",4,4372.64846253189,266.841354268899,0.096805794612287,0.121480521990658,0.217772857996212
"Corticosterone","L1035-07",4,4052.4181118758,65.6002911276535,-0.012918540356413,0.412248258413265,0.53808104452166
"Cyclic AMP","L1035-07",4,4330.63529675485,68.0518406804646,0.08287710782948,0.000651854944531,0.003493544388371
"D-(+)-Raffinose (hydrate)","L1035-07",4,4096.18236806152,147.86331555525,0.00257837414154,0.93045746253992,0.959353657028737
"D-erythro-Sphingosine (synthetic)","L1035-07",2,965.192628826135,2.43891133006935,-2.08281277068092,5.33E-43,2.21E-40
"Daprodustat(GSK1278863)","L1035-07",2,560.614923764675,792.829228456762,-2.86661951849154,0.099688282754668,0.192870104164042
"dmso","L1035-07",32,4088.86823838913,149.181210930526,0,1,1
"Endoxifen","L1035-07",4,3994.54494994332,121.29285097218,-0.033670409764635,0.223265809245451,0.344443534709525
"Eugenol","L1035-07",4,4068.62847133965,161.507705318512,-0.007159027458568,0.824388597966177,0.876110801935886
"Farnesyl Alcohol","L1035-07",3,5198.63015600347,4517.11166024985,0.346429948282373,0.711872181778063,0.792766333897262
"Flavin adenine dinucleotide disodium","L1035-07",4,4216.84945826322,79.9416484473354,0.044463944720575,0.036493020993961,0.090146450669605
"Ginkgolic Acid C15:1","L1035-07",4,4562.56604652128,266.393523976534,0.158143869579334,0.035273021787778,0.087917741993561
"IBMX","L1035-07",4,4084.6373553366,195.968569680262,-0.00149357566925,0.969040934376461,0.988088422030052
"IDO-IN-2","L1035-07",4,3859.3952244844,155.198111597785,-0.083326781735567,0.052893811749944,0.11833386456187
"L-(−)-Fucose","L1035-07",4,4108.21653586507,56.0353935624664,0.006810651695528,0.626043517561978,0.726735831575443
"L-Arabinose","L1035-07",4,4199.95189766042,107.004333313897,0.038671231169315,0.126540058722072,0.223940828868486
"L-Arabitol","L1035-07",4,4170.38141423332,130.653150265773,0.028477762000035,0.310945985919024,0.437432488665746
"L-Arginine (hydrochloride)","L1035-07",4,4265.00337902881,199.489108802998,0.060845311015571,0.174682890347553,0.283017828076906
"L-Sorbose","L1035-07",4,4098.9988945058,134.712322093236,0.00357002734932,0.895418178750515,0.932523527201142
"Lauric Acid","L1035-07",2,49695.2553891285,27044.266288601,3.60333463967698,0.25276344822413,0.375974304706143
"Linoleic Acid","L1035-07",4,4086.91823725405,121.944007845899,-0.000688192390794,0.97792067147475,0.995919211440543
"m-Hydroxybenzoic acid","L1035-07",4,4121.43605472428,81.4162077359764,0.011445537675158,0.527148151356394,0.646441471703704
"Melibiose","L1035-07",4,4113.56536488154,114.862818986101,0.008687794698946,0.714221415932662,0.793579351036292
"Methylmalonate","L1035-07",4,4240.4723478631,195.29475078588,0.052523402570254,0.21917733137691,0.339397733288871
"Metyrapone","L1035-07",4,4160.3207648477,110.791097525396,0.024993192339302,0.30227505004235,0.427955835046098
"myo-Inositol","L1035-07",4,4009.12275356797,124.04589479424,-0.028414982120125,0.299761548906647,0.426030968480337
"N-acetyl D-galactosamine","L1035-07",4,4215.13389761473,123.721424597869,0.043876886902832,0.130628334731367,0.2279755594831
"N-Acetylneuraminic acid","L1035-07",4,4221.86755765041,114.673228157123,0.046179747712965,0.096712266745287,0.188430003283071
"N-carbamoyl-DL-aspartic acid","L1035-07",4,3798.09975267041,233.349766312748,-0.106423776839135,0.085160812853538,0.170321625707077
"O-Phospho-L-serine","L1035-07",4,4167.04707906784,150.904822288257,0.027323826090847,0.386497945267439,0.514917005733506
"Oxipurinol","L1035-07",4,3815.16284095976,139.784703220485,-0.099956937222755,0.022399139376401,0.063668786583606
"Phosphocreatine disodium salt","L1035-07",4,4288.27844826024,64.8078976057703,0.068697012974427,0.001426607376708,0.006844416894031
"Picolinamide","L1035-07",4,4185.53767497486,136.720980485272,0.033711390032186,0.258317362849765,0.379406792460156
"PKM2 inhibitor(compound 3k)","L1035-07",4,3365.58274395598,73.8898022413925,-0.2808452472904,1.48E-06,1.89E-05
"Prostaglandin E2","L1035-07",4,4540.70985738498,186.297380555744,0.15121628074209,0.01309910962548,0.040814620642908
"Pyridoxal 5 phosphate","L1035-07",4,4097.98648268038,96.6336435877722,0.003213652057653,0.874908813279143,0.918045910267622
"Pyridoxine","L1035-07",4,3992.30846670694,88.1236142816455,-0.034478378357565,0.113850396791566,0.211400065630872
"Quinolinic acid","L1035-07",4,4105.0759197055,57.943998703049,0.005707330072906,0.688365855631249,0.775228846911719
"S-Adenosylhomocysteine","L1035-07",4,9201.0648001476,243.499958894704,1.1700992542696,1.43E-05,0.000133619556114
"Sarcosine","L1035-07",4,4312.59187445281,225.002793019068,0.076853618414064,0.138909750218326,0.239698737382975
"Sivelestat (ONO-5046)","L1035-07",4,4066.41295074549,90.7339786588962,-0.007944842917242,0.685507455815194,0.774990648871294
"SKF 525A (hydrochloride)","L1035-07",4,3938.26712219461,147.680478413228,-0.054140604801136,0.130742610016814,0.2279755594831
"Spermidine trihydrochloride","L1035-07",4,4357.71626830427,56.8844522952261,0.091870691845618,4.75E-05,0.000386275612248
"Thiamine pyrophosphate","L1035-07",4,4366.29752371437,149.865804910976,0.094708866775794,0.02742895118135,0.073239261657898
"Thymidine","L1035-07",4,4099.63980170104,62.078467588323,0.003795585193344,0.797745662724689,0.854359871047087
"Tizoxanide","L1035-07",4,4231.2727974933,186.274987576733,0.049390128212719,0.225003039083661,0.346479633468347
"trans-Aconitic acid","L1035-07",4,4253.83655442837,97.7955184803601,0.057063028022388,0.031500816268902,0.079956200315561
"trans-trans Muconic acid","L1035-07",4,4057.7943947883,83.6566730593991,-0.011005806793376,0.553769909556997,0.65943906016113
"Trolox","L1035-07",4,4024.73501384587,74.5571202319573,-0.022807773358068,0.205487021872662,0.323019371504375
"UDP disodium salt","L1035-07",4,4364.53919282957,207.214782001912,0.094127768912121,0.072193250089758,0.149800993936247
"Urea","L1035-07",4,4176.16092809109,62.2219469463794,0.030475733608403,0.0629824552422,0.136846695945093
"Urolithin A","L1035-07",4,4057.41545592646,120.94425684965,-0.011140539776808,0.657101071462232,0.753306476952559
"Verubecestat (MK-8931)","L1035-07",4,4208.98135459775,168.300705857902,0.041769545155497,0.251868418494308,0.375315596679131
"Xanthurenic acid","L1035-07",4,4095.64940803552,83.5158090453037,0.002390650856052,0.895447290577482,0.932523527201142
"Z-Guggulsterone","L1035-07",4,3022.34978415506,85.6497846991942,-0.436030936633565,1.38E-06,1.84E-05
"α-Estradiol","L1035-07",4,4520.85085215921,137.497011208483,0.144892748815584,0.004419934331218,0.017895343877614
"(2S,3S)-2-Amino-3-methylpentanoic acid","L1035-08",4,4122.69718231378,118.456252899224,0.034662554321106,0.202353377850845,0.319911054507051
"(3,4-Dimethoxyphenyl)acetic acid","L1035-08",4,4005.55005486613,112.548826678887,-0.006925571186526,0.772665834990448,0.836131216482493
"1-methyl Adenosine","L1035-08",4,4471.27263609643,81.0296091958655,0.151759574078916,6.62E-05,0.000517982697335
"1-Naphthol","L1035-08",4,4226.7037762665,108.811919679836,0.070607063374635,0.022979425769351,0.063825016969888
"2-Aminoisobutyric Acid","L1035-08",4,4161.57373394891,39.7433882771151,0.048203255862346,0.000796235113402,0.004156447447319
"2-cyano-Pyrimidine","L1035-08",4,4078.18315695647,173.125274702296,0.019000627384607,0.592001270770999,0.697863223353736
"2-D08","L1035-08",4,3995.40513829078,175.416482833342,-0.01058414152563,0.766932989689531,0.833186363144386
"2-Furoic acid","L1035-08",4,3938.50501891128,112.138170240735,-0.031277828717442,0.231228479081697,0.352793451540089
"2-Hydroxypyridine","L1035-08",4,3094.65351139029,102.262110974851,-0.379148053771375,1.61E-05,0.000146886629072
"2-Naphthol","L1035-08",4,4159.63230104003,184.789268252276,0.047530061215101,0.243149382559276,0.366268579898728
"2-Picolinic acid","L1035-08",4,4020.38554667513,65.2172725499177,-0.001592083378766,0.920359038271744,0.95130510805174
"2,4-Dihydroxybenzoic acid","L1035-08",4,3977.65230371363,100.651254198016,-0.017008770701713,0.449895744817716,0.571842983458965
"2,5-Furandicarboxylic acid","L1035-08",4,4068.24351986148,237.032264531923,0.015480096769167,0.742843437693129,0.815804588025386
"2,6-Dihydroxybenzoic acid","L1035-08",4,3956.34093257884,135.087192092058,-0.024759189054613,0.400970643603551,0.529867893332647
"2,7-Dichlorodihydrofluorescein diacetate","L1035-08",4,11240.7641847087,5264.16685950638,1.48174227011603,0.071237879534068,0.148561407068533
"25-hydroxy Cholesterol","L1035-08",4,4247.15670402106,107.28034749302,0.077571396764908,0.015241351322657,0.046168796655011
"3-(4-Hydroxyphenyl)propionic acid","L1035-08",4,3929.24997565276,152.055939502182,-0.034671989105044,0.305838277725068,0.431710494067698
"3-hydroxy Anthranilic Acid","L1035-08",4,4344.71160960666,136.603138708365,0.110334475066981,0.011706931030247,0.037956065449629
"3-methoxy Tyramine (hydrochloride)","L1035-08",4,3979.30733389804,74.2296647169269,-0.016408615873048,0.360498877369341,0.489712059274228
"3-Methoxybenzoic acid","L1035-08",4,4356.41001052857,136.228010060037,0.114213799113304,0.010202328440415,0.034007761468051
"3-Methylindole","L1035-08",4,3987.87614864901,169.428410453242,-0.01330533819878,0.701889326086816,0.785132265029727
"4-Methoxyphenylacetic acid","L1035-08",4,4106.17284910709,91.8209077474854,0.0288684159949,0.185229666304877,0.297946943862496
"5-Amino-4-imidazolecarboxamide","L1035-08",4,4125.33636841371,215.511935332284,0.035585814587905,0.42581562050538,0.547948782975915
"5-hydroxy-L-Tryptophan","L1035-08",4,3998.07671609455,160.925842384284,-0.009619787752749,0.770313589571119,0.834951954119743
"5-Methyl-2'-deoxycytidine","L1035-08",4,4191.72924630394,139.318795203698,0.058619589909746,0.089624541658437,0.176694464552262
"5-Methylcytidine","L1035-08",4,3988.58609588797,75.4513135262329,-0.01304852325194,0.466712574085146,0.588710389803452
"Adenosine-5'-diphosphate","L1035-08",4,4007.47213394158,125.289442988807,-0.006233454295247,0.812179424820431,0.867579050966483
"Androsterone","L1035-08",4,4289.37604424825,479.433104504919,0.091841857899246,0.351202536998326,0.480227521760478
"Arachidic Acid","L1035-08",4,3852.75887908871,112.325491856249,-0.063034043641081,0.043921991082363,0.103566058518073
"beta-Alanine","L1035-08",4,4084.05887125872,125.364843186984,0.021077719762044,0.434069809390797,0.55427375660671
"beta-D-(-)-Arabinose","L1035-08",4,4080.37116712557,41.6607855455458,0.019774448669768,0.130608913104457,0.2279755594831
"Citicoline (sodium salt)","L1035-08",4,4513.44448263675,201.016727890831,0.165302918820851,0.013055857589839,0.040814620642908
"D-2-Aminobutyric acid","L1035-08",4,4135.53850148263,146.672395226928,0.039149256596118,0.232568731687326,0.353538548169379
"D-Alanine","L1035-08",4,4218.21755693063,78.9913817970874,0.067707561960772,0.005829278140384,0.02250372491404
"D-Aspartic acid","L1035-08",4,4078.55176948371,177.951146085206,0.019131021585284,0.59868387657639,0.701846917455372
"D-Glucurone","L1035-08",4,4137.83770816142,127.183998375731,0.03995111887696,0.17492547687163,0.283017828076906
"D-Proline","L1035-08",4,4123.64444868705,172.915145722636,0.034994002268883,0.343404981360505,0.473322350947369
"D-Pyroglutamic acid","L1035-08",4,4277.84789342335,260.976721358758,0.087959242904046,0.146285378727784,0.250791075838776
"Dexpanthenol","L1035-08",4,3982.39660999554,104.578542225828,-0.015289035551829,0.507398495404058,0.626697546406798
"DL-Mandelic acid","L1035-08",4,4411.88115019977,241.94175995832,0.132467984407617,0.045648426437323,0.105538144687961
"DL-α-Lipoic Acid","L1035-08",4,3665.29887508293,180.761139610212,-0.134995099781574,0.023074480207889,0.063839395241825
"dmso","L1035-08",32,4024.82468447792,159.713678432597,0,1,1
"Docosahexaenoic Acid","L1035-08",4,4415.98067688186,109.974026977171,0.133807916399134,0.001739969719654,0.008023193707295
"Elaidic Acid","L1035-08",4,3817.0517203648,84.4782568073325,-0.076467207949216,0.006081798564327,0.023049738851102
"Glycine","L1035-08",4,4398.8494095318,54.8509552182534,0.128200269893285,8.80E-07,1.22E-05
"Glycocholic Acid","L1035-08",4,4058.27984570948,50.6990369258297,0.011942409164193,0.393819892990104,0.523830947406709
"Heptadecanoic Acid","L1035-08",4,4119.54792505317,34.2955969496623,0.033560083333096,0.008452634673906,0.029456707569166
"Hydroxymethyl Uracil","L1035-08",4,4285.9188374509,194.509584845215,0.090678587028473,0.069660202702957,0.146933167395576
"Ibudilast","L1035-08",4,4023.38886483642,105.589595211395,-0.000514760172724,0.981808540194637,0.997795299306582
"Isovaleroylglycine","L1035-08",4,4153.49203672734,71.710817823011,0.045398845531394,0.023736037911132,0.065443554399931
"L-Alanine","L1035-08",4,4148.3986184008,33.0916987766307,0.043628586059638,0.000868720908869,0.004450854039269
"L-Asparagine","L1035-08",4,4183.0244107171,186.921744176531,0.055620474193669,0.188959435999147,0.302772841465814
"L-Aspartic acid","L1035-08",4,4200.67043788041,80.7133557064894,0.061693661239272,0.010282336679748,0.034137357776762
"L-Biopterin","L1035-08",4,4060.19150836542,81.0300110116449,0.012621834185057,0.498888685372405,0.620292820065779
"L-Histidine","L1035-08",4,3969.73586358222,146.184417177829,-0.019882925696052,0.521210710217609,0.640896132563874
"L-Hydroxyproline","L1035-08",4,4229.37427349251,128.446814664048,0.071518292719984,0.040275035318536,0.097458540275175
"L-Methionine","L1035-08",4,14261.7130746211,459.461613123603,1.82514943642793,1.96E-05,0.000172872349104
"L-Proline","L1035-08",4,4367.71190619073,89.4245681233534,0.117951756492064,0.000742106939491,0.003923240508136
"L-Selenomethionine","L1035-08",4,1462.09082131259,51.585639193247,-1.46089301232309,1.32E-17,6.45E-16
"L-Threonine","L1035-08",4,4151.98190336213,123.876448274236,0.044874212751423,0.129242830831637,0.227270232182751
"L-Tryptophan","L1035-08",4,4104.11438395361,264.083441469102,0.028144997325931,0.595055039864137,0.699568956214212
"L-Valine","L1035-08",4,4362.45258561324,61.8948873608485,0.116213508228674,1.57E-05,0.00014461525085
"L(-)-Pipecolinic acid","L1035-08",4,4222.25818680485,135.927553755351,0.069088857827004,0.053481100262269,0.119326110800224
"L(+)-2-Aminobutyric acid","L1035-08",4,4052.48024112848,177.870239536478,0.009879208649184,0.783100464032471,0.845538034968134
"L(+)-Ornithine hydrochloride","L1035-08",4,4187.22960725615,73.0461212700757,0.057070087715613,0.008913204716092,0.030518482563733
"Levulinic acid","L1035-08",4,3994.49940257009,131.246540827021,-0.010911229397959,0.692057397555492,0.777608274395815
"Malic acid","L1035-08",4,3995.10561421545,147.341473386211,-0.01069230029337,0.725822352314053,0.804315824326654
"Maltotriose","L1035-08",4,3848.58108610534,32.5342361652195,-0.064599298995981,1.19E-05,0.000121640909069
"ML-265","L1035-08",4,3836.93512931885,60.663870866193,-0.06897156924852,0.001158596316658,0.005724017516823
"Myristic Acid","L1035-08",4,4114.67551095483,94.7227125252215,0.031852719297645,0.159340385012699,0.264513052136213
"N-acetyl-D-Glucosamine","L1035-08",4,4091.76629658791,143.170483525037,0.023797804246758,0.433474961407529,0.55427375660671
"N-Acetyl-DL-methionine","L1035-08",4,4401.28019120604,68.777569349156,0.128997275600063,2.80E-05,0.000239374080091
"N-Acetyl-L-leucine","L1035-08",4,4072.48913541965,127.403618621561,0.016984907042637,0.529197215498821,0.646441471703704
"N-Acetylglycine","L1035-08",4,4110.02873625609,235.462605498491,0.030222537998525,0.5273305926868,0.646441471703704
"N-Acetylserotonin","L1035-08",4,4393.88801691653,180.338984064978,0.126572158661376,0.021148551799834,0.060948951367577
"Oleic Acid","L1035-08",4,4171.50902768169,215.279861377214,0.051643424692984,0.268677329392009,0.391231900693628
"p-Hydroxybenzaldehyde","L1035-08",4,4059.5090470534,129.415207918417,0.012379316977418,0.647596619243612,0.746534991628053
"Pentadecanoic Acid","L1035-08",4,4271.09670804099,60.6081090489362,0.085680621588773,0.0001567733277,0.001049369854768
"Pentoxifylline","L1035-08",4,4275.27410166266,263.124419974017,0.087090975919513,0.151669177843271,0.255445674083362
"Phenylacetyl L-Glutamine","L1035-08",4,4119.13530939406,103.862967234583,0.033415575151693,0.171562842150895,0.278663716213783
"Propylparaben","L1035-08",4,4086.59090650258,87.1738906021917,0.02197188482993,0.279625872629825,0.403012663366225
"Pyrogallol","L1035-08",4,4335.17156785624,165.822597158343,0.107163147484817,0.026856626927345,0.072470888322085
"Sitagliptin","L1035-08",4,4077.1453020897,352.638577852609,0.018633429892795,0.787737967108504,0.849120146363712
"Sitagliptin (phosphate)","L1035-08",4,3965.92355991155,83.5897568278656,-0.021269071882433,0.285581753006284,0.408677336198647
"Stearic Acid","L1035-08",4,4289.04370330674,148.593679576396,0.091730073528104,0.030149807885769,0.078135222634266
"TOFA","L1035-08",4,3481.18782032522,60.260152674882,-0.209346289090053,1.42E-07,2.11E-06
"Tosyllysine Chloromethyl Ketone (hydrochloride)","L1035-08",4,4222.68677543553,189.038157885139,0.069235293995706,0.124099999752603,0.220563168725183
"Tyramine","L1035-08",4,4014.42046795387,65.2182279566796,-0.00373421127957,0.814974454226404,0.868329649560866
"(R)-(+)-1,2-Dithiolane-3-pentanoic acid","L1035-09",4,3660.57235627172,141.344184054855,-0.130901271301674,0.008934929232514,0.030518482563733
"(R)-3-Hydroxybutyric acid","L1035-09",4,4290.80551059757,41.7471080282673,0.098277996530159,2.27E-07,3.31E-06
"3-hydroxybutyrate (BHBA)","L1035-09",4,4308.97809245882,123.95201530314,0.104375250592651,0.008281104849118,0.029001337657247
"3-phenylpropionate (hydrocinnamate)","L1035-09",4,4375.07345993987,144.576654598432,0.126336727828617,0.008136085053579,0.028614197434199
"3,4,5-Trimethoxycinnamic acid","L1035-09",4,3813.51916601796,139.409768393116,-0.07184756249413,0.058623518868649,0.129408299630263
"4-Methoxycinnamic acid","L1035-09",4,2911.07702608961,13.2852067560444,-0.461417499802793,7.57E-27,8.98E-25
